customer_id,event,time
0,arrive,1.020060287274801
0,start,1.020060287274801
1,arrive,1.0453891263175399
1,start,1.0453891263175399
0,depart,1.2880803406706056
2,arrive,1.2979753119876534
2,start,1.2979753119876534
1,depart,2.1567163536576093
3,arrive,2.4271483207862463
3,start,2.4271483207862463
4,arrive,2.5181007253928125
5,arrive,2.548350902600171
6,arrive,2.7950675985599953
3,depart,2.8838534536166556
4,start,2.8838534536166556
4,depart,2.906265456683579
5,start,2.906265456683579
5,depart,3.091008514319979
6,start,3.091008514319979
2,depart,3.1540487282804706
7,arrive,3.4989831264261486
7,start,3.4989831264261486
7,depart,3.706505142231835
6,depart,3.965585182005456
8,arrive,4.28631238066855
8,start,4.28631238066855
9,arrive,5.176121086970312
9,start,5.176121086970312
10,arrive,5.182641055524579
8,depart,5.667760792521131
10,start,5.667760792521131
10,depart,6.014340031269948
11,arrive,6.380430996498064
11,start,6.380430996498064
9,depart,6.541925972045772
12,arrive,6.549417264585334
12,start,6.549417264585334
12,depart,6.630527807368632
13,arrive,6.959786194466417
13,start,6.959786194466417
14,arrive,7.061504879462049
15,arrive,7.987154346418064
13,depart,8.526914312494034
14,start,8.526914312494034
11,depart,9.006699870196652
15,start,9.006699870196652
14,depart,9.61719800453259
16,arrive,9.632884285823323
16,start,9.632884285823323
15,depart,9.647001890221793
16,depart,10.029279854864143
17,arrive,13.249099471513343
17,start,13.249099471513343
18,arrive,14.052152216999827
18,start,14.052152216999827
17,depart,14.722816958667929
19,arrive,15.015848422126675
19,start,15.015848422126675
18,depart,15.70080216311934
20,arrive,15.87706436347552
20,start,15.87706436347552
21,arrive,15.923971903732408
19,depart,16.031956398999867
21,start,16.031956398999867
20,depart,16.092596838764827
21,depart,16.10125266771569
22,arrive,16.265600560912088
22,start,16.265600560912088
22,depart,16.35432875633832
23,arrive,16.53059643730409
23,start,16.53059643730409
24,arrive,16.856290017272386
24,start,16.856290017272386
24,depart,17.24155897581609
25,arrive,17.3101560471925
